2025-04-06 14:38:37
養心2：泥魔妖的誘惑（首批附贈作者印簽金句扉頁及五悔角色卡）,陳郁如,331元,童書/青少年文學,https://www.books.com.tw/products/0011016959/27
繪本工作細胞6天降奇兵！乳酸菌與害菌大亂鬥,"清水茜,牧村久實",276元,童書/青少年文學,https://www.books.com.tw/products/0011016691/28
第二堂人生國文課：以文字為燈，一場國文課的溫柔革命【作者限量親簽+燙金書籤】,羊咩老師,300元,文學小說,https://www.books.com.tw/products/0011016984/29
TOEIC®測驗核心單字書,ETS®,621元,語言學習,https://www.books.com.tw/products/0010925953/30
扛起來，就是你的！：有擔當才有機會！提升職場力的不敗工作術,維琪（Vicky）,224元,商業理財,https://www.books.com.tw/products/0010906186/31
遊戲治療：建立關係的藝術,"Garry L. Landreth,自然就好心理諮商所",428元,心理勵志,https://www.books.com.tw/products/0010656233/32
中道【贈品限量版】：未來的靈性道路,楊定一,395元,宗教命理,https://www.books.com.tw/products/0011015335/33
蛤蟆先生去看心理師（暢銷300萬冊！英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組）,羅伯．狄保德,316元,心理勵志,https://www.books.com.tw/products/0010914794/34
死神放長假,喬賽．薩拉馬戈,315元,文學小說,https://www.books.com.tw/products/0010952740/35
東京角落美食：屬於今天的滋味【限量親簽版】（系列暢銷突破26萬冊，電擊小說大賞等5項文學賞得主的極品系列第一集！）,成田名璃子,300元,文學小說,https://www.books.com.tw/products/0011017156/36
鱷魚之淚：第168屆 直木賞入圍作！引爆日本書店店員驚豔讚嘆！《檢方的罪人》、《鄰居》雫井脩介終極懸疑推理小說,雫井脩介,315元,文學小說,https://www.books.com.tw/products/0011015347/37
死亡與奇術師（歐美密室推理復興新作，特裝設計「解謎篇」機密袋封）,湯姆‧米德,331元,文學小說,https://www.books.com.tw/products/0011016781/38
福爾摩斯凱旋歸來【限量隨書贈「京都名偵探」雙面人形書籤】,森見登美彥,363元,文學小說,https://www.books.com.tw/products/0011016794/39
武學世家的兒女‧漩能量：21+當代太極 潘靖太極螺旋13式,潘靖,394元,生活風格,https://www.books.com.tw/products/0011015621/40
殺死少女的100種方法,白井智之,316元,文學小說,https://www.books.com.tw/products/0011015856/41
腎臟求救中：真希望40歲之前洪永祥醫師就告訴我這些事,洪永祥,379元,醫療保健,https://www.books.com.tw/products/0011006704/42
經濟評論家父親給兒子的一封信：關於金錢、人生與幸福,山崎元,276元,商業理財,https://www.books.com.tw/products/0011014595/43
臺灣漫遊錄,楊双子,300元,文學小說,https://www.books.com.tw/products/0010852315/44
新日檢完勝單語N3（MP3∕APP免費下載）,アークアカデミー,276元,語言學習,https://www.books.com.tw/products/0010745579/45
新日檢完勝500題N4-N5：文字．語彙．文法,"松本紀子,佐佐木仁子",297元,語言學習,https://www.books.com.tw/products/0010700440/46
戰爭下的平民生存手冊：懂這些，才能撐過黃金48小時【關鍵時刻救你，也救家人】(附緊急避難檢查卡),邱世卿,355元,人文社科,https://www.books.com.tw/products/0010954819/47
巴逆逆股海啟示錄【限量作者親簽版】,巴逆逆（8ZZ）,284元,生活風格,https://www.books.com.tw/products/0011016529/48
希臘羅馬神話漫畫29：浩劫重生,朴始連,308元,童書/青少年文學,https://www.books.com.tw/products/0011016355/49
新日檢完勝單語N1（MP3∕APP免費下載）,アークアカデミー,331元,語言學習,https://www.books.com.tw/products/0010762331/50
2025-04-07 04:19:22
書名,作者,價格,分類,連結
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動(親筆簽名書),杉井光,284元,文學小說,https://www.books.com.tw/products/0011018240/1
全新！新制多益TOEIC試題滿分一本通：6回完整試題＋詳解，掌握最新命題趨勢，一本搞定新制多益測驗！（附雙書裝＋2 MP3光碟＋音檔下載QR碼）,Hackers Academia,631元,語言學習,https://www.books.com.tw/products/0010944463/2
全新制50次多益滿分的怪物講師TOEIC閱讀／聽力攻略【網路獨家套書】（4書 + 1CD + 防水書套）,"鄭相虎,金映權",922元,語言學習,https://www.books.com.tw/products/0010794931/3
最新！新制多益TOEIC聽力／閱讀題庫解析【博客來獨家套書】：最新收錄精準 10 回模擬試題！完整反映命題趨勢、大幅提升應考能力！（附2 MP3光碟＋音檔下載QR碼）,Hackers Academia,1232元,語言學習,https://www.books.com.tw/products/0010994781/4
神奇劇本寫作祕笈：故事女王教你變身創作奇才【附小小劇本奇才練習冊】,許伯琴,331元,童書/青少年文學,https://www.books.com.tw/products/0011016677/5
回家：在社區得到復健與支持，精神病患也能安居樂業。當生活過得好，生病又如何？,陳芳珮,331元,人文社科,https://www.books.com.tw/products/0010998389/6
最新！新制多益TOEIC閱讀題庫解析：最新收錄精準 10 回模擬試題！每月進場實測分析、完整傳授答題技巧，黃金證書手到擒來！（雙書裝＋單字音檔下載QR碼）,Hackers Academia,695元,語言學習,https://www.books.com.tw/products/0010992759/7
如果歷史是一群喵(15)：大清風雲篇【萌貓漫畫學歷史】,肥志,387元,人文社科,https://www.books.com.tw/products/0011017641/8
西遊記【注音版】,吳承恩,139元,童書/青少年文學,https://www.books.com.tw/products/0010435703/9
袖珍動物園：探索臺灣大冒險（3）（限量臺灣地理大挑戰翻翻卡）,玉山故事館（張毓珊）,284元,童書/青少年文學,https://www.books.com.tw/products/0011018127/10
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動,杉井光,284元,文學小說,https://www.books.com.tw/products/0011018239/11
天選．矽島：川普風暴下的科技島,黃欽勇,355元,商業理財,https://www.books.com.tw/products/0011015760/12
連結：從石器時代到AI紀元,哈拉瑞,462元,人文社科,https://www.books.com.tw/products/0010998848/13
納瓦爾寶典珍藏版：從白手起家到財務自由，矽谷傳奇創投家的投資哲學與人生智慧,艾瑞克．喬根森,355元,商業理財,https://www.books.com.tw/products/0011012422/14
世界上最透明的故事（日本出版界話題作，只有紙本書可以體驗的感動）,杉井光,284元,文學小說,https://www.books.com.tw/products/0011001466/15
波西傑克森7：女神之怒（首批限定贈‧酷黑金屬書籤夾）,雷克‧萊爾頓,331元,童書/青少年文學,https://www.books.com.tw/products/0011016962/16
吃錯了，當然會生病④修復粒線體，發炎不失控：根治慢性病的全方位自然療法,陳俊旭,331元,醫療保健,https://www.books.com.tw/products/0011013567/17
可燃物【橫掃日本推理小說排行榜，年度最強三冠王！】,米澤穗信,284元,文學小說,https://www.books.com.tw/products/0011017337/18
寫後銷毀[原創版]：沒有其他人的時候，你可以對自己多誠實？,雪倫‧瓊斯,197元,心理勵志,https://www.books.com.tw/products/0010952540/19
NEW全彩世界歷史大事紀對照年表,小熊出版編輯部,165元,童書/青少年文學,https://www.books.com.tw/products/0010772514/20
全新制20次多益滿分的怪物講師TOEIC多益單字+文法【隨身版】(附文法教學影片+「Youtor App」內含VRP虛擬點讀筆+防水書套),怪物講師教學團隊（台灣）,315元,語言學習,https://www.books.com.tw/products/0010931739/21
擁抱停頓：焦慮世代，用自己的節奏，實現自我,"陳法憲,翟厚翔,鄭彥麒",276元,心理勵志,https://www.books.com.tw/products/0010971387/22
6分鐘日記的魔法：最簡單的書寫，改變你的一生【1書+1日記本】,多明尼克．斯賓斯特,284元,心理勵志,https://www.books.com.tw/products/0010802202/23
一起刷刷牙！（二版）,和田琴美,160元,童書/青少年文學,https://www.books.com.tw/products/0010832175/24
歐．亨利短篇小說 Short Stories of O. Henry【Grade 4經典文學讀本】二版（25K+1MP3）,"歐．亨利,Brian J. Stuart",243元,語言學習,https://www.books.com.tw/products/0010830425/25
養心2：泥魔妖的誘惑（首批附贈作者印簽金句扉頁及五悔角色卡）,陳郁如,331元,童書/青少年文學,https://www.books.com.tw/products/0011016959/26
全新！新制多益TOEIC單字＋聽力＋閱讀 題庫大全【博客來獨家套書】：最完備、全面的新制多益學習套書（附2 MP3＋互動式聽力答題訓練光碟＋音檔下載QR碼）,David Cho,1490元,語言學習,https://www.books.com.tw/products/0010930450/27
繪本工作細胞6天降奇兵！乳酸菌與害菌大亂鬥,"清水茜,牧村久實",276元,童書/青少年文學,https://www.books.com.tw/products/0011016691/28
第二堂人生國文課：以文字為燈，一場國文課的溫柔革命【作者限量親簽+燙金書籤】,羊咩老師,300元,文學小說,https://www.books.com.tw/products/0011016984/29
TOEIC®測驗核心單字書,ETS®,621元,語言學習,https://www.books.com.tw/products/0010925953/30
扛起來，就是你的！：有擔當才有機會！提升職場力的不敗工作術,維琪（Vicky）,224元,商業理財,https://www.books.com.tw/products/0010906186/31
遊戲治療：建立關係的藝術,"Garry L. Landreth,自然就好心理諮商所",428元,心理勵志,https://www.books.com.tw/products/0010656233/32
蛤蟆先生去看心理師（暢銷300萬冊！英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組）,羅伯．狄保德,316元,心理勵志,https://www.books.com.tw/products/0010914794/33
戰爭下的平民生存手冊：懂這些，才能撐過黃金48小時【關鍵時刻救你，也救家人】(附緊急避難檢查卡),邱世卿,355元,人文社科,https://www.books.com.tw/products/0010954819/34
中道【贈品限量版】：未來的靈性道路,楊定一,395元,宗教命理,https://www.books.com.tw/products/0011015335/35
死神放長假,喬賽．薩拉馬戈,315元,文學小說,https://www.books.com.tw/products/0010952740/36
東京角落美食：屬於今天的滋味【限量親簽版】（系列暢銷突破26萬冊，電擊小說大賞等5項文學賞得主的極品系列第一集！）,成田名璃子,300元,文學小說,https://www.books.com.tw/products/0011017156/37
鱷魚之淚：第168屆 直木賞入圍作！引爆日本書店店員驚豔讚嘆！《檢方的罪人》、《鄰居》雫井脩介終極懸疑推理小說,雫井脩介,315元,文學小說,https://www.books.com.tw/products/0011015347/38
疑難雜症旅行社3：龍神祭典競技之旅（廣嶋玲子嶄新業務）,廣嶋玲子,276元,童書/青少年文學,https://www.books.com.tw/products/0011018117/39
死亡與奇術師（歐美密室推理復興新作，特裝設計「解謎篇」機密袋封）,湯姆‧米德,331元,文學小說,https://www.books.com.tw/products/0011016781/40
小老百姓的戰場行動守則,"S&T OUTCOMES, 川口拓",231元,人文社科,https://www.books.com.tw/products/0010868410/41
福爾摩斯凱旋歸來【限量隨書贈「京都名偵探」雙面人形書籤】,森見登美彥,363元,文學小說,https://www.books.com.tw/products/0011016794/42
武學世家的兒女‧漩能量：21+當代太極 潘靖太極螺旋13式,潘靖,394元,生活風格,https://www.books.com.tw/products/0011015621/43
陳郁如養心1+2限量套書（《消失的生死玦》+《泥魔妖的誘惑》附首批贈品）,（出版社：親子天下）,優惠價：600元,童書/青少年文學,https://www.books.com.tw/products/0011018151/44
殺死少女的100種方法,白井智之,316元,文學小說,https://www.books.com.tw/products/0011015856/45
腎臟求救中：真希望40歲之前洪永祥醫師就告訴我這些事,洪永祥,379元,醫療保健,https://www.books.com.tw/products/0011006704/46
經濟評論家父親給兒子的一封信：關於金錢、人生與幸福,山崎元,276元,商業理財,https://www.books.com.tw/products/0011014595/47
波西傑克森6：天神聖杯,雷克‧萊爾頓,316元,童書/青少年文學,https://www.books.com.tw/products/0010984669/48
持續買進：資料科學家的投資終極解答，存錢及致富的實證方法,尼克．馬朱利,316元,商業理財,https://www.books.com.tw/products/0010957881/49
重啟人生：一個哈佛教授的生命領悟，給你把餘生過好的簡單建議,亞瑟．布魯克斯,379元,商業理財,https://www.books.com.tw/products/0010957591/50
2025-04-07 05:17:27
書名,作者,價格,分類,連結
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動(親筆簽名書),杉井光,284元,文學小說,https://www.books.com.tw/products/0011018240/1
全新！新制多益TOEIC試題滿分一本通：6回完整試題＋詳解，掌握最新命題趨勢，一本搞定新制多益測驗！（附雙書裝＋2 MP3光碟＋音檔下載QR碼）,Hackers Academia,631元,語言學習,https://www.books.com.tw/products/0010944463/2
全新制50次多益滿分的怪物講師TOEIC閱讀／聽力攻略【網路獨家套書】（4書 + 1CD + 防水書套）,"鄭相虎,金映權",922元,語言學習,https://www.books.com.tw/products/0010794931/3
最新！新制多益TOEIC聽力／閱讀題庫解析【博客來獨家套書】：最新收錄精準 10 回模擬試題！完整反映命題趨勢、大幅提升應考能力！（附2 MP3光碟＋音檔下載QR碼）,Hackers Academia,1232元,語言學習,https://www.books.com.tw/products/0010994781/4
神奇劇本寫作祕笈：故事女王教你變身創作奇才【附小小劇本奇才練習冊】,許伯琴,331元,童書/青少年文學,https://www.books.com.tw/products/0011016677/5
回家：在社區得到復健與支持，精神病患也能安居樂業。當生活過得好，生病又如何？,陳芳珮,331元,人文社科,https://www.books.com.tw/products/0010998389/6
最新！新制多益TOEIC閱讀題庫解析：最新收錄精準 10 回模擬試題！每月進場實測分析、完整傳授答題技巧，黃金證書手到擒來！（雙書裝＋單字音檔下載QR碼）,Hackers Academia,695元,語言學習,https://www.books.com.tw/products/0010992759/7
準！GEPT新制全民英檢初級初試10回高分模擬試題+翻譯解答(聽力&閱讀)-試題本+翻譯解答本+1MP3+ QR Code線上音檔,賴世雄,331元,語言學習,https://www.books.com.tw/products/0010929520/8
如果歷史是一群喵(15)：大清風雲篇【萌貓漫畫學歷史】,肥志,387元,人文社科,https://www.books.com.tw/products/0011017641/9
西遊記【注音版】,吳承恩,139元,童書/青少年文學,https://www.books.com.tw/products/0010435703/10
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動,杉井光,284元,文學小說,https://www.books.com.tw/products/0011018239/11
袖珍動物園：探索臺灣大冒險（3）（限量臺灣地理大挑戰翻翻卡）,玉山故事館（張毓珊）,284元,童書/青少年文學,https://www.books.com.tw/products/0011018127/12
天選．矽島：川普風暴下的科技島,黃欽勇,355元,商業理財,https://www.books.com.tw/products/0011015760/13
連結：從石器時代到AI紀元,哈拉瑞,462元,人文社科,https://www.books.com.tw/products/0010998848/14
納瓦爾寶典珍藏版：從白手起家到財務自由，矽谷傳奇創投家的投資哲學與人生智慧,艾瑞克．喬根森,355元,商業理財,https://www.books.com.tw/products/0011012422/15
可燃物【橫掃日本推理小說排行榜，年度最強三冠王！】,米澤穗信,284元,文學小說,https://www.books.com.tw/products/0011017337/16
世界上最透明的故事（日本出版界話題作，只有紙本書可以體驗的感動）,杉井光,284元,文學小說,https://www.books.com.tw/products/0011001466/17
波西傑克森7：女神之怒（首批限定贈‧酷黑金屬書籤夾）,雷克‧萊爾頓,331元,童書/青少年文學,https://www.books.com.tw/products/0011016962/18
吃錯了，當然會生病④修復粒線體，發炎不失控：根治慢性病的全方位自然療法,陳俊旭,331元,醫療保健,https://www.books.com.tw/products/0011013567/19
寫後銷毀[原創版]：沒有其他人的時候，你可以對自己多誠實？,雪倫‧瓊斯,197元,心理勵志,https://www.books.com.tw/products/0010952540/20
NEW全彩世界歷史大事紀對照年表,小熊出版編輯部,165元,童書/青少年文學,https://www.books.com.tw/products/0010772514/21
全新制20次多益滿分的怪物講師TOEIC多益單字+文法【隨身版】(附文法教學影片+「Youtor App」內含VRP虛擬點讀筆+防水書套),怪物講師教學團隊（台灣）,315元,語言學習,https://www.books.com.tw/products/0010931739/22
擁抱停頓：焦慮世代，用自己的節奏，實現自我,"陳法憲,翟厚翔,鄭彥麒",276元,心理勵志,https://www.books.com.tw/products/0010971387/23
6分鐘日記的魔法：最簡單的書寫，改變你的一生【1書+1日記本】,多明尼克．斯賓斯特,284元,心理勵志,https://www.books.com.tw/products/0010802202/24
一起刷刷牙！（二版）,和田琴美,160元,童書/青少年文學,https://www.books.com.tw/products/0010832175/25
歐．亨利短篇小說 Short Stories of O. Henry【Grade 4經典文學讀本】二版（25K+1MP3）,"歐．亨利,Brian J. Stuart",243元,語言學習,https://www.books.com.tw/products/0010830425/26
養心2：泥魔妖的誘惑（首批附贈作者印簽金句扉頁及五悔角色卡）,陳郁如,331元,童書/青少年文學,https://www.books.com.tw/products/0011016959/27
全新！新制多益TOEIC單字＋聽力＋閱讀 題庫大全【博客來獨家套書】：最完備、全面的新制多益學習套書（附2 MP3＋互動式聽力答題訓練光碟＋音檔下載QR碼）,David Cho,1490元,語言學習,https://www.books.com.tw/products/0010930450/28
繪本工作細胞6天降奇兵！乳酸菌與害菌大亂鬥,"清水茜,牧村久實",276元,童書/青少年文學,https://www.books.com.tw/products/0011016691/29
遊戲治療：建立關係的藝術,"Garry L. Landreth,自然就好心理諮商所",428元,心理勵志,https://www.books.com.tw/products/0010656233/30
第二堂人生國文課：以文字為燈，一場國文課的溫柔革命【作者限量親簽+燙金書籤】,羊咩老師,300元,文學小說,https://www.books.com.tw/products/0011016984/31
TOEIC®測驗核心單字書,ETS®,621元,語言學習,https://www.books.com.tw/products/0010925953/32
扛起來，就是你的！：有擔當才有機會！提升職場力的不敗工作術,維琪（Vicky）,224元,商業理財,https://www.books.com.tw/products/0010906186/33
蛤蟆先生去看心理師（暢銷300萬冊！英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組）,羅伯．狄保德,316元,心理勵志,https://www.books.com.tw/products/0010914794/34
戰爭下的平民生存手冊：懂這些，才能撐過黃金48小時【關鍵時刻救你，也救家人】(附緊急避難檢查卡),邱世卿,355元,人文社科,https://www.books.com.tw/products/0010954819/35
中道【贈品限量版】：未來的靈性道路,楊定一,395元,宗教命理,https://www.books.com.tw/products/0011015335/36
東京角落美食：屬於今天的滋味【限量親簽版】（系列暢銷突破26萬冊，電擊小說大賞等5項文學賞得主的極品系列第一集！）,成田名璃子,300元,文學小說,https://www.books.com.tw/products/0011017156/37
鱷魚之淚：第168屆 直木賞入圍作！引爆日本書店店員驚豔讚嘆！《檢方的罪人》、《鄰居》雫井脩介終極懸疑推理小說,雫井脩介,315元,文學小說,https://www.books.com.tw/products/0011015347/38
福爾摩斯凱旋歸來【限量隨書贈「京都名偵探」雙面人形書籤】,森見登美彥,363元,文學小說,https://www.books.com.tw/products/0011016794/39
一日一國家，世界地圖全解讀：每天1分鐘，掌握全球212國！地理位置×歷史脈絡×國際情勢，培養國際觀最佳入門書,井田仁康,363元,人文社科,https://www.books.com.tw/products/0010995109/40
腎臟求救中：真希望40歲之前洪永祥醫師就告訴我這些事,洪永祥,379元,醫療保健,https://www.books.com.tw/products/0011006704/41
經濟評論家父親給兒子的一封信：關於金錢、人生與幸福,山崎元,276元,商業理財,https://www.books.com.tw/products/0011014595/42
死神放長假,喬賽．薩拉馬戈,315元,文學小說,https://www.books.com.tw/products/0010952740/43
打造小小巴菲特2  養成金錢好習慣：陳重銘的親子理財16堂啟蒙課,陳重銘,316元,親子教養,https://www.books.com.tw/products/0010994695/44
人類大歷史：知識漫畫3 歷史主宰（獨家贈品版）,"哈拉瑞,范德穆倫",592元,人文社科,https://www.books.com.tw/products/0011016459/45
疑難雜症旅行社3：龍神祭典競技之旅（廣嶋玲子嶄新業務）,廣嶋玲子,276元,童書/青少年文學,https://www.books.com.tw/products/0011018117/46
極致嚴選  拉麵名店的構想與調理法：湯頭╳麵條╳調味醬╳風味油╳食材,旭屋出版編輯部,379元,飲食,https://www.books.com.tw/products/0011017009/47
小鉢料理 雅饌精選300道：小菜、前菜、下酒菜，煮烤炸醃漬等食材的百味調理法,"吉田靖彦,中村博幸",434元,飲食,https://www.books.com.tw/products/0011017008/48
死亡與奇術師（歐美密室推理復興新作，特裝設計「解謎篇」機密袋封）,湯姆‧米德,331元,文學小說,https://www.books.com.tw/products/0011016781/49
小老百姓的戰場行動守則,"S&T OUTCOMES, 川口拓",231元,人文社科,https://www.books.com.tw/products/0010868410/50
2025-04-07 06:17:19
書名,作者,價格,分類,連結
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動(親筆簽名書),杉井光,284元,文學小說,https://www.books.com.tw/products/0011018240/1
全新！新制多益TOEIC試題滿分一本通：6回完整試題＋詳解，掌握最新命題趨勢，一本搞定新制多益測驗！（附雙書裝＋2 MP3光碟＋音檔下載QR碼）,Hackers Academia,631元,語言學習,https://www.books.com.tw/products/0010944463/2
全新制50次多益滿分的怪物講師TOEIC閱讀／聽力攻略【網路獨家套書】（4書 + 1CD + 防水書套）,"鄭相虎,金映權",922元,語言學習,https://www.books.com.tw/products/0010794931/3
最新！新制多益TOEIC聽力／閱讀題庫解析【博客來獨家套書】：最新收錄精準 10 回模擬試題！完整反映命題趨勢、大幅提升應考能力！（附2 MP3光碟＋音檔下載QR碼）,Hackers Academia,1232元,語言學習,https://www.books.com.tw/products/0010994781/4
神奇劇本寫作祕笈：故事女王教你變身創作奇才【附小小劇本奇才練習冊】,許伯琴,331元,童書/青少年文學,https://www.books.com.tw/products/0011016677/5
回家：在社區得到復健與支持，精神病患也能安居樂業。當生活過得好，生病又如何？,陳芳珮,331元,人文社科,https://www.books.com.tw/products/0010998389/6
最新！新制多益TOEIC閱讀題庫解析：最新收錄精準 10 回模擬試題！每月進場實測分析、完整傳授答題技巧，黃金證書手到擒來！（雙書裝＋單字音檔下載QR碼）,Hackers Academia,695元,語言學習,https://www.books.com.tw/products/0010992759/7
準！GEPT新制全民英檢初級初試10回高分模擬試題+翻譯解答(聽力&閱讀)-試題本+翻譯解答本+1MP3+ QR Code線上音檔,賴世雄,331元,語言學習,https://www.books.com.tw/products/0010929520/8
如果歷史是一群喵(15)：大清風雲篇【萌貓漫畫學歷史】,肥志,387元,人文社科,https://www.books.com.tw/products/0011017641/9
西遊記【注音版】,吳承恩,139元,童書/青少年文學,https://www.books.com.tw/products/0010435703/10
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動,杉井光,284元,文學小說,https://www.books.com.tw/products/0011018239/11
袖珍動物園：探索臺灣大冒險（3）（限量臺灣地理大挑戰翻翻卡）,玉山故事館（張毓珊）,284元,童書/青少年文學,https://www.books.com.tw/products/0011018127/12
天選．矽島：川普風暴下的科技島,黃欽勇,355元,商業理財,https://www.books.com.tw/products/0011015760/13
世界上最透明的故事（日本出版界話題作，只有紙本書可以體驗的感動）,杉井光,284元,文學小說,https://www.books.com.tw/products/0011001466/14
連結：從石器時代到AI紀元,哈拉瑞,462元,人文社科,https://www.books.com.tw/products/0010998848/15
納瓦爾寶典珍藏版：從白手起家到財務自由，矽谷傳奇創投家的投資哲學與人生智慧,艾瑞克．喬根森,355元,商業理財,https://www.books.com.tw/products/0011012422/16
可燃物【橫掃日本推理小說排行榜，年度最強三冠王！】,米澤穗信,284元,文學小說,https://www.books.com.tw/products/0011017337/17
寫後銷毀[原創版]：沒有其他人的時候，你可以對自己多誠實？,雪倫‧瓊斯,197元,心理勵志,https://www.books.com.tw/products/0010952540/18
波西傑克森7：女神之怒（首批限定贈‧酷黑金屬書籤夾）,雷克‧萊爾頓,331元,童書/青少年文學,https://www.books.com.tw/products/0011016962/19
吃錯了，當然會生病④修復粒線體，發炎不失控：根治慢性病的全方位自然療法,陳俊旭,331元,醫療保健,https://www.books.com.tw/products/0011013567/20
NEW全彩世界歷史大事紀對照年表,小熊出版編輯部,165元,童書/青少年文學,https://www.books.com.tw/products/0010772514/21
全新制20次多益滿分的怪物講師TOEIC多益單字+文法【隨身版】(附文法教學影片+「Youtor App」內含VRP虛擬點讀筆+防水書套),怪物講師教學團隊（台灣）,315元,語言學習,https://www.books.com.tw/products/0010931739/22
擁抱停頓：焦慮世代，用自己的節奏，實現自我,"陳法憲,翟厚翔,鄭彥麒",276元,心理勵志,https://www.books.com.tw/products/0010971387/23
6分鐘日記的魔法：最簡單的書寫，改變你的一生【1書+1日記本】,多明尼克．斯賓斯特,284元,心理勵志,https://www.books.com.tw/products/0010802202/24
一起刷刷牙！（二版）,和田琴美,160元,童書/青少年文學,https://www.books.com.tw/products/0010832175/25
歐．亨利短篇小說 Short Stories of O. Henry【Grade 4經典文學讀本】二版（25K+1MP3）,"歐．亨利,Brian J. Stuart",243元,語言學習,https://www.books.com.tw/products/0010830425/26
養心2：泥魔妖的誘惑（首批附贈作者印簽金句扉頁及五悔角色卡）,陳郁如,331元,童書/青少年文學,https://www.books.com.tw/products/0011016959/27
全新！新制多益TOEIC單字＋聽力＋閱讀 題庫大全【博客來獨家套書】：最完備、全面的新制多益學習套書（附2 MP3＋互動式聽力答題訓練光碟＋音檔下載QR碼）,David Cho,1490元,語言學習,https://www.books.com.tw/products/0010930450/28
繪本工作細胞6天降奇兵！乳酸菌與害菌大亂鬥,"清水茜,牧村久實",276元,童書/青少年文學,https://www.books.com.tw/products/0011016691/29
遊戲治療：建立關係的藝術,"Garry L. Landreth,自然就好心理諮商所",428元,心理勵志,https://www.books.com.tw/products/0010656233/30
第二堂人生國文課：以文字為燈，一場國文課的溫柔革命【作者限量親簽+燙金書籤】,羊咩老師,300元,文學小說,https://www.books.com.tw/products/0011016984/31
TOEIC®測驗核心單字書,ETS®,621元,語言學習,https://www.books.com.tw/products/0010925953/32
扛起來，就是你的！：有擔當才有機會！提升職場力的不敗工作術,維琪（Vicky）,224元,商業理財,https://www.books.com.tw/products/0010906186/33
經濟評論家父親給兒子的一封信：關於金錢、人生與幸福,山崎元,276元,商業理財,https://www.books.com.tw/products/0011014595/34
蛤蟆先生去看心理師（暢銷300萬冊！英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組）,羅伯．狄保德,316元,心理勵志,https://www.books.com.tw/products/0010914794/35
戰爭下的平民生存手冊：懂這些，才能撐過黃金48小時【關鍵時刻救你，也救家人】(附緊急避難檢查卡),邱世卿,355元,人文社科,https://www.books.com.tw/products/0010954819/36
中道【贈品限量版】：未來的靈性道路,楊定一,395元,宗教命理,https://www.books.com.tw/products/0011015335/37
一日一國家，世界地圖全解讀：每天1分鐘，掌握全球212國！地理位置×歷史脈絡×國際情勢，培養國際觀最佳入門書,井田仁康,363元,人文社科,https://www.books.com.tw/products/0010995109/38
東京角落美食：屬於今天的滋味【限量親簽版】（系列暢銷突破26萬冊，電擊小說大賞等5項文學賞得主的極品系列第一集！）,成田名璃子,300元,文學小說,https://www.books.com.tw/products/0011017156/39
人類大歷史：知識漫畫3 歷史主宰（獨家贈品版）,"哈拉瑞,范德穆倫",592元,人文社科,https://www.books.com.tw/products/0011016459/40
鱷魚之淚：第168屆 直木賞入圍作！引爆日本書店店員驚豔讚嘆！《檢方的罪人》、《鄰居》雫井脩介終極懸疑推理小說,雫井脩介,315元,文學小說,https://www.books.com.tw/products/0011015347/41
疑難雜症旅行社3：龍神祭典競技之旅（廣嶋玲子嶄新業務）,廣嶋玲子,276元,童書/青少年文學,https://www.books.com.tw/products/0011018117/42
福爾摩斯凱旋歸來【限量隨書贈「京都名偵探」雙面人形書籤】,森見登美彥,363元,文學小說,https://www.books.com.tw/products/0011016794/43
殺死少女的100種方法,白井智之,316元,文學小說,https://www.books.com.tw/products/0011015856/44
腎臟求救中：真希望40歲之前洪永祥醫師就告訴我這些事,洪永祥,379元,醫療保健,https://www.books.com.tw/products/0011006704/45
持續買進：資料科學家的投資終極解答，存錢及致富的實證方法,尼克．馬朱利,316元,商業理財,https://www.books.com.tw/products/0010957881/46
死神放長假,喬賽．薩拉馬戈,315元,文學小說,https://www.books.com.tw/products/0010952740/47
打造小小巴菲特2  養成金錢好習慣：陳重銘的親子理財16堂啟蒙課,陳重銘,316元,親子教養,https://www.books.com.tw/products/0010994695/48
寐熊行動：美國犯罪小說讀者季刊Deadly Pleasures頒發最佳處女作獎！驚悚小說天后泰絲．格里森Tess Gerritsen盛讚推薦！,康納．沙利文,473元,文學小說,https://www.books.com.tw/products/0011015578/49
極致嚴選  拉麵名店的構想與調理法：湯頭╳麵條╳調味醬╳風味油╳食材,旭屋出版編輯部,379元,飲食,https://www.books.com.tw/products/0011017009/50
2025-04-07 07:17:34
書名,作者,價格,分類,連結
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動(親筆簽名書),杉井光,284元,文學小說,https://www.books.com.tw/products/0011018240/1
